partId,摩托品牌,可改配件,配件品牌,配件型号,价格,source,sourceUrl,imageUrl,描述,fitModels
csv-part-0158,春风 450SR 2022-2024,竞技风挡,CFMOTO 原厂加高风挡,透明加高风挡,184,天猫CFMOTO官方旗舰店,https://cn.cfmoto.com/250CC/16761.html,https://aka.doubaocdn.com/s/fGoKgVUkfo,春风原厂透明加高款，高透光学级亚克力，视野清晰，减少高速风压,数据未覆盖
csv-part-0159,春风 450SR 2022-2024,竞技风挡,Zero Gravity,Zero Gravity SR 竞技风挡,482,淘宝Zero Gravity代购店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/XdsMhy8g3z,美国Zero Gravity SR系列竞技风挡，降低风阻，赛道造型，光学级亚克力,数据未覆盖
csv-part-0160,春风 450SR 2022-2024,竞技风挡,Zero Gravity,Double Bubble 风挡,529,淘宝Zero Gravity代购店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/XdsMhy8g3z,Zero Gravity Double Bubble款，双气泡造型，赛道级空气动力学，趴赛姿态友好,数据未覆盖
csv-part-0161,春风 450SR 2022-2024,竞技风挡,Zero Gravity,Corsa 竞技风挡,552,淘宝Zero Gravity代购店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/fGoKgVUkfo,Zero Gravity Corsa款，极致赛道造型，超低风阻，熏黑/透明可选，赛道日首选,数据未覆盖
csv-part-0162,春风 450SR 2022-2024,竞技风挡,WRS,WRS Race 竞技风挡,436,淘宝WRS摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/fGoKgVUkfo,意大利WRS Race竞技风挡，赛道低风阻设计，减少高速风压，熏黑光学级亚克力,数据未覆盖
csv-part-0163,春风 450SR 2022-2024,竞技风挡,WRS,Touring 加高风挡,459,淘宝WRS摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/EgCk24HVot,WRS Touring加高款，增加高度减少风压，长途舒适，透明/熏黑可选,数据未覆盖
csv-part-0164,春风 450SR 2022-2024,竞技风挡,WRS,Standard 标准风挡,402,淘宝WRS摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/2YMsnghiJC,WRS Standard标准款，接近原厂高度，优化风阻曲线，透明高透，性价比高,数据未覆盖
csv-part-0165,春风 450SR 2022-2024,竞技风挡,MRA,MRA Racing 竞技风挡,413,淘宝MRA摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/XdsMhy8g3z,德国MRA Racing竞技风挡，人体工学设计，减少颈部风压，透明/熏黑/烟灰色可选,数据未覆盖
csv-part-0166,春风 450SR 2022-2024,竞技风挡,MRA,Touring 加高风挡,436,淘宝MRA摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/EgCk24HVot,MRA Touring加高款，大幅减少胸口风压，长途摩旅舒适，德国品质,数据未覆盖
csv-part-0167,春风 450SR 2022-2024,竞技风挡,MRA,Original 原厂款风挡,368,淘宝MRA摩托用品店,https://tao.hooos.com/goods_d5QR74VuZt32PYY639FjjmCet3-NeRBBocnOqekk0aTyw.html,https://aka.doubaocdn.com/s/2YMsnghiJC,MRA Original原厂款，与原厂高度一致，优化风阻，高透亚克力，替换原厂风挡,数据未覆盖
csv-part-0168,春风 450SR 2022-2024,半热熔轮胎,正新,S3 半热熔轮胎 前120/70-17,299,天猫正新轮胎官方旗舰店,https://detail.tmall.com/item.htm?id=555666777,https://aka.doubaocdn.com/s/v0gmEDVww8,正新S3半热熔，干地抓地优秀，街道跑山兼顾，耐磨里程约8000km,数据未覆盖
csv-part-0169,春风 450SR 2022-2024,半热熔轮胎,正新,AS5 刀疤二代半热熔 前120/70-17,368,天猫正新轮胎官方旗舰店,https://detail.tmall.com/item.htm?id=555666777,https://aka.doubaocdn.com/s/hBPUNsw8NX,正新AS5刀疤二代，独特刀疤胎纹，干湿地抓地均衡，赛道级性能，性价比高,数据未覆盖
csv-part-0170,春风 450SR 2022-2024,半热熔轮胎,正新,S1 半热熔轮胎 前120/70-17,252,天猫正新轮胎官方旗舰店,https://detail.tmall.com/item.htm?id=555666777,https://aka.doubaocdn.com/s/XbYABnwfJ2,正新S1半热熔，入门级运动胎，干地抓地不错，耐磨耐用，价格亲民,数据未覆盖
csv-part-0171,春风 450SR 2022-2024,半热熔轮胎,Michelin 米其林,Power 6 半热熔轮胎 前120/70-17,781,天猫米其林摩托车轮胎旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3784156042477306104,https://aka.doubaocdn.com/s/v0gmEDVww8,米其林Power6半热熔，街道全能，暖胎快，干湿地抓地优秀，耐磨里程约6000km,数据未覆盖
csv-part-0172,春风 450SR 2022-2024,半热熔轮胎,Michelin 米其林,Power GP 半热熔轮胎 前120/70-17,1011,天猫米其林摩托车轮胎旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3614219414473461518,https://aka.doubaocdn.com/s/OprpWSLVYk,米其林Power GP，赛道级半热熔，大倾角抓地极强，暖胎快，赛道日/跑山首选,数据未覆盖
csv-part-0173,春风 450SR 2022-2024,半热熔轮胎,Michelin 米其林,Power Cup 2 全热熔轮胎 前120/70-17,1472,天猫米其林摩托车轮胎旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3679597617064575318,https://aka.doubaocdn.com/s/5PBnEuIUqn,米其林Power Cup 2，全热熔赛道胎，MotoGP技术下放，极致抓地，纯赛道使用,数据未覆盖
csv-part-0174,春风 450SR 2022-2024,半热熔轮胎,Pirelli 倍耐力,Diablo Rosso IV 半热熔轮胎 前120/70-17,827,天猫倍耐力摩托车轮胎旗舰店,https://www.pirelli.com/tyres/en-gb/motorcycle/catalogue/product/diablo-rosso-iv/200_55r17?structure=ZR,https://aka.doubaocdn.com/s/dib7Rdr9dC,倍耐力Diablo Rosso4，WSBK赛道技术下放，大倾角抓地强，干湿全能,数据未覆盖
csv-part-0175,春风 450SR 2022-2024,半热熔轮胎,Pirelli 倍耐力,大闪电 V4 SC 全热熔轮胎 前120/70-17,1357,天猫倍耐力摩托车轮胎旗舰店,https://www.pirelli.com/tyres/en-gb/motorcycle/catalogue/product/diablo-rosso-iv/200_55r17?structure=ZR,https://aka.doubaocdn.com/s/FR04zRV2K3,倍耐力大闪电V4 SC，WSBK赛事同款，全热熔极致抓地，闪电胎纹，纯赛道利器,数据未覆盖
csv-part-0176,春风 450SR 2022-2024,半热熔轮胎,Pirelli 倍耐力,Diablo Supercorsa SP 半热熔 前120/70-17,1127,天猫倍耐力摩托车轮胎旗舰店,https://www.pirelli.com/tyres/en-gb/motorcycle/catalogue/product/diablo-rosso-iv/200_55r17?structure=ZR,https://aka.doubaocdn.com/s/EBPyVLHIHB,倍耐力Diablo Supercorsa SP，赛道级半热熔，街道合法，大倾角抓地强，跑山神器,数据未覆盖
csv-part-0177,春风 450SR 2022-2024,半热熔轮胎,Dunlop 邓禄普,Sportmax Q5 半热熔轮胎 前120/70-17,667,淘宝邓禄普摩托车轮胎店,https://www.ebay.com/p/7063729922?fitmentTarget=Make%3AYamaha,https://aka.doubaocdn.com/s/utSx2LiKuI,邓禄普Sportmax Q5，综合性能强，干地抓地优秀，耐磨不错，性价比高,数据未覆盖
csv-part-0178,春风 450SR 2022-2024,半热熔轮胎,Dunlop 邓禄普,Sportmax Q4 半热熔轮胎 前120/70-17,598,淘宝邓禄普摩托车轮胎店,https://www.ebay.com/p/7063729922?fitmentTarget=Make%3AYamaha,https://aka.doubaocdn.com/s/lSttSCWAEd,邓禄普Sportmax Q4，上一代旗舰运动胎，干地抓地强，价格更低，性价比之选,数据未覆盖
csv-part-0179,春风 450SR 2022-2024,半热熔轮胎,Dunlop 邓禄普,阿尔法 α-14 半热熔轮胎 前120/70-17,747,淘宝邓禄普摩托车轮胎店,https://www.ebay.com/p/7063729922?fitmentTarget=Make%3AYamaha,https://aka.doubaocdn.com/s/utSx2LiKuI,邓禄普阿尔法α-14，高性能运动胎，前后配专用配方，干湿地均衡，耐磨优秀,数据未覆盖
csv-part-0180,春风 450SR 2022-2024,半热熔轮胎,Bridgestone 普利司通,Battlax S22 半热熔轮胎 前120/70-17,747,淘宝普利司通摩托车轮胎店,https://www.roadracingworld.com/news/yamaha-picks-bridgestone-battlax-s22-tires-for-2021-mt-09/,https://aka.doubaocdn.com/s/XVrcYqLvvu,普利司通Battlax S22，hypersport级，暖胎快寿命长，干湿均衡，雅马哈MT-09原厂配套,数据未覆盖
csv-part-0181,春风 450SR 2022-2024,半热熔轮胎,Bridgestone 普利司通,Battlax RS11 半热熔轮胎 前120/70-17,827,淘宝普利司通摩托车轮胎店,https://www.roadracingworld.com/news/yamaha-picks-bridgestone-battlax-s22-tires-for-2021-mt-09/,https://aka.doubaocdn.com/s/ITUon7feWe,普利司通Battlax RS11，赛道级运动胎，大倾角抓地强，暖胎快，赛道日首选,数据未覆盖
csv-part-0182,春风 450SR 2022-2024,半热熔轮胎,Bridgestone 普利司通,Battlax T32 运动旅行胎 前120/70-17,667,淘宝普利司通摩托车轮胎店,https://www.roadracingworld.com/news/yamaha-picks-bridgestone-battlax-s22-tires-for-2021-mt-09/,https://aka.doubaocdn.com/s/XVrcYqLvvu,普利司通Battlax T32，运动旅行胎，干湿全能，耐磨里程长，长途摩旅舒适,数据未覆盖
csv-part-0183,春风 450SR 2022-2024,LED转向灯,FUTURE EYES,250SR 流水LED转向灯,193,淘宝未来之眼官方店,https://item.taobao.com/item.htm?id=111222333,https://aka.doubaocdn.com/s/M9OBxKKg9z,流水转向灯，熏黑外壳，即插即用，亮度高寿命长，带日行灯效果,数据未覆盖
csv-part-0184,春风 450SR 2022-2024,LED转向灯,FUTURE EYES,迷你流水转向灯,147,淘宝未来之眼官方店,https://item.taobao.com/item.htm?id=111222333,https://aka.doubaocdn.com/s/LzhlMFqB07,未来之眼迷你流水款，体积小巧不突兀，熏黑外壳，流水效果，赛道风格,数据未覆盖
csv-part-0185,春风 450SR 2022-2024,LED转向灯,FUTURE EYES,日行灯一体转向灯,227,淘宝未来之眼官方店,https://item.taobao.com/item.htm?id=111222333,https://aka.doubaocdn.com/s/M9OBxKKg9z,未来之眼日行灯一体款，转向灯+日行灯二合一，双色LED，提升日间行车安全,数据未覆盖
csv-part-0186,春风 450SR 2022-2024,LED转向灯,石栏（SHILAN）,石栏流水LED转向灯 熏黑款,101,淘宝石栏官方旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,石栏流水LED转向灯，熏黑外壳，流水效果，即插即用，亮度高寿命长，带日行灯,数据未覆盖
csv-part-0187,春风 450SR 2022-2024,LED转向灯,石栏（SHILAN）,迷你LED转向灯,78,淘宝石栏官方旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/LzhlMFqB07,石栏迷你LED转向灯，体积小巧，透明/熏黑可选，即插即用，价格亲民,数据未覆盖
csv-part-0188,春风 450SR 2022-2024,LED转向灯,石栏（SHILAN）,日行灯转向灯一体,124,淘宝石栏官方旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,石栏日行灯转向灯一体款，双色LED，转向黄光+日行白光，提升行车安全,数据未覆盖
csv-part-0189,春风 450SR 2022-2024,LED转向灯,锐立普（RUILIPU）,锐立普迷你LED转向灯 流水款,78,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/LzhlMFqB07,锐立普迷你LED转向灯，流水效果，熏黑/透明可选，体积小不突兀，无损安装,数据未覆盖
csv-part-0190,春风 450SR 2022-2024,LED转向灯,锐立普（RUILIPU）,三角流水转向灯,89,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/LzhlMFqB07,锐立普三角流水款，独特三角形造型，运动风格，流水效果，熏黑外壳,数据未覆盖
csv-part-0191,春风 450SR 2022-2024,LED转向灯,锐立普（RUILIPU）,碳纤维纹转向灯,112,淘宝锐立普官方店,https://mobile-phone.taobao.com/pingjia/c3499d4aff0557c1fa50b09603daaff2.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,锐立普碳纤维纹转向灯，碳纤纹理外壳，运动质感，流水LED，亮度高,数据未覆盖
csv-part-0192,春风 450SR 2022-2024,LED转向灯,KOSO,KOSO 小无限LED序列式转向灯,322,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/SMcbubLQhl,中国台湾KOSO小无限LED序列式转向灯，赛道风格，体积小巧，流水序列式点亮，高品质,数据未覆盖
csv-part-0193,春风 450SR 2022-2024,LED转向灯,KOSO,刀锋LED转向灯,368,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/URuakukjhj,KOSO刀锋LED转向灯，刀锋造型，运动风格，高亮度LED，序列式流水效果,数据未覆盖
csv-part-0194,春风 450SR 2022-2024,LED转向灯,KOSO,圆形迷你转向灯,276,淘宝KOSO官方代购店,https://www.webike.tw/sd/t00779813,https://aka.doubaocdn.com/s/SMcbubLQhl,KOSO圆形迷你转向灯，经典圆形设计，体积小巧，高亮度LED，即插即用,数据未覆盖
csv-part-0195,春风 450SR 2022-2024,LED转向灯,飞利浦（PHILIPS）,飞利浦Ultinon Pro5000 LED转向灯,172,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,飞利浦LED转向灯，高亮度长寿命，即插即用，防水设计，稳定可靠,数据未覆盖
csv-part-0196,春风 450SR 2022-2024,LED转向灯,飞利浦（PHILIPS）,Ultinon Pro3000 LED转向灯,138,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/LzhlMFqB07,飞利浦Ultinon Pro3000，入门级LED转向灯，亮度提升明显，即插即用，性价比高,数据未覆盖
csv-part-0197,春风 450SR 2022-2024,LED转向灯,飞利浦（PHILIPS）,LED转向灯带日行灯,206,天猫飞利浦汽车照明旗舰店,https://goods.taobao.com/t/biandeng_733/1dd6409ca55f87a859c93b34a984096d.html,https://aka.doubaocdn.com/s/M9OBxKKg9z,飞利浦LED转向灯带日行灯，双色一体，转向黄光+日行白光，提升日间行车安全,数据未覆盖
csv-part-0198,春风 450SR 2022-2024,发动机防摔,Evotech Performance,250SR 发动机防摔护罩,781,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/jPfeGgsfF8,英国EP原厂，CNC铝合金，发动机左右全覆盖，摔车保护发动机壳体,数据未覆盖
csv-part-0199,春风 450SR 2022-2024,发动机防摔,Evotech Performance,车身防摔球,436,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/wQJV2khYpv,EP车身防摔球，CNC铝合金，多种颜色可选，安装简单，倒车保护车身和发动机,数据未覆盖
csv-part-0200,春风 450SR 2022-2024,发动机防摔,Evotech Performance,水箱护网,252,淘宝EP改装官方代理店,https://item.taobao.com/item.htm?id=444555666,https://aka.doubaocdn.com/s/Ob5HrvdSCi,EP水箱护网，铝合金材质，保护水箱不受飞石撞击，无损安装，提升散热效率,数据未覆盖
csv-part-0201,春风 450SR 2022-2024,发动机防摔,GB Racing,GB Racing 发动机左右保护罩套装,1472,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/jPfeGgsfF8,英国GB Racing发动机保护罩，左右全覆盖，摔车保护发动机壳体，赛道验证，CNC精密加工,数据未覆盖
csv-part-0202,春风 450SR 2022-2024,发动机防摔,GB Racing,脉冲线圈保护盖,552,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/KC47rYUC4W,GB Racing脉冲线圈保护盖，摔车保护脉冲线圈，避免倒车导致电路损坏，赛道验证,数据未覆盖
csv-part-0203,春风 450SR 2022-2024,发动机防摔,GB Racing,水泵保护盖,482,淘宝GB Racing官方代理店,http://m.ftxiacdn.com/item.htm?id=ynvGD7I6VpPjAWXIyV,https://aka.doubaocdn.com/s/X4XmG5Nbfi,GB Racing水泵保护盖，摔车保护水泵壳体，避免倒车导致冷却液泄漏，精密加工,数据未覆盖
csv-part-0204,春风 450SR 2022-2024,发动机防摔,速摩（SUMO）,速摩CNC铝合金车身防摔球,206,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/u25P6HNsNI,速摩CNC铝合金车身防摔球，多种颜色可选，安装简单，倒车保护车身和发动机，性价比高,数据未覆盖
csv-part-0205,春风 450SR 2022-2024,发动机防摔,速摩（SUMO）,竞技护杠保险杠,299,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/rqhUHg5ihD,速摩竞技护杠，碳钢材质，无损安装，倒车保护发动机和车身，带防摔头，匹配度高,数据未覆盖
csv-part-0206,春风 450SR 2022-2024,发动机防摔,速摩（SUMO）,后摇臂防摔球,138,淘宝速摩改装官方店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/DKUUky5lKd,速摩后摇臂防摔球，CNC铝合金，保护后摇臂和链条，倒车防刮蹭，多种颜色可选,数据未覆盖
csv-part-0207,春风 450SR 2022-2024,发动机防摔,摩多狼（MOTOWOLF）,摩多狼摩托车防摔球保险杠套装,138,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/DKUUky5lKd,摩多狼防摔球+护杠套装，铝合金材质，黑色/红色可选，倒车保护，安装简便，价格亲民,数据未覆盖
csv-part-0208,春风 450SR 2022-2024,发动机防摔,摩多狼（MOTOWOLF）,单独防摔球,92,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/u25P6HNsNI,摩多狼单独防摔球，CNC铝合金，多种颜色可选，安装简单，倒车保护车身，入门首选,数据未覆盖
csv-part-0209,春风 450SR 2022-2024,发动机防摔,摩多狼（MOTOWOLF）,竞技护杠碳钢款,184,天猫摩多狼官方旗舰店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3644648883012948488,https://aka.doubaocdn.com/s/rqhUHg5ihD,摩多狼竞技护杠碳钢款，高碳钢材质，强度高，无损安装，倒车保护发动机，性价比高,数据未覆盖
csv-part-0210,春风 450SR 2022-2024,发动机防摔,CFMOTO 原厂护杠,250SR 原厂竞技护杠保险杠,299,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/rqhUHg5ihD,春风原厂竞技护杠，碳钢材质，无损安装，倒车保护发动机和车身，带防摔头，匹配度高,数据未覆盖
csv-part-0211,春风 450SR 2022-2024,发动机防摔,CFMOTO 原厂护杠,车身防摔球,172,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/u25P6HNsNI,春风原厂车身防摔球，CNC铝合金，无损安装，倒车保护车身，原厂品质，匹配度高,数据未覆盖
csv-part-0212,春风 450SR 2022-2024,发动机防摔,CFMOTO 原厂护杠,水箱护网,138,天猫CFMOTO官方旗舰店,https://www.am10.com/AodaOpKauMykXbgI3cwUjMOOa6lip5/xl,https://aka.doubaocdn.com/s/Ob5HrvdSCi,春风原厂水箱护网，铝合金材质，保护水箱不受飞石撞击，无损安装，原厂匹配,数据未覆盖
csv-part-0213,春风 450SR 2022-2024,刹车系统,Brembo 布雷博,M40 对四活塞卡钳（前）,2760,淘宝Brembo官方旗舰店,https://mobile-phone.taobao.com/pingjia/UGtrRmRqZGEyMVdMb0dqV1NlK3JJdz09.html,https://aka.doubaocdn.com/s/zvQZzSHZf8,意大利Brembo M40一体式大辐射卡钳，对四活塞，制动力强劲，赛道级性能，需配合转接码,数据未覆盖
csv-part-0214,春风 450SR 2022-2024,刹车系统,Brembo 布雷博,260mm 浮动刹车盘（前）,1380,淘宝Brembo官方旗舰店,https://www.ebay.com/p/1742100936,https://aka.doubaocdn.com/s/NzXAMkMBRQ,Brembo Oro系列浮动刹车盘，260mm直径，散热好，制动稳定，减少热衰减,数据未覆盖
csv-part-0215,春风 450SR 2022-2024,刹车系统,Brembo 布雷博,HH 烧结刹车片（前）,436,淘宝Brembo官方旗舰店,https://www.webike.hk/APRILIA/ATLANTIC200/5003/mbrd/,https://aka.doubaocdn.com/s/2cmA20hIOY,Brembo HH级烧结刹车片，高温制动稳定，摩擦系数高，赛道街道两用,数据未覆盖
csv-part-0216,春风 450SR 2022-2024,刹车系统,Galfer,浮动刹车盘（前）,919,淘宝Galfer官方代理店,https://www.webike-china.cn/products/3454042.html,https://aka.doubaocdn.com/s/43oOAK66Ud,西班牙Galfer浮动刹车盘，波浪形设计，散热快，轻量化，制动线性,数据未覆盖
csv-part-0217,春风 450SR 2022-2024,刹车系统,Galfer,烧结刹车片（前）,368,淘宝Galfer官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,Galfer HH级烧结刹车片，高温稳定，摩擦系数高，耐磨寿命长,数据未覆盖
csv-part-0218,春风 450SR 2022-2024,刹车系统,Galfer,刹车钢喉（前）,322,淘宝Galfer官方代理店,https://www.webike-china.cn/bm/pl/%E6%94%B9%E8%A3%85%E9%9B%B6%E4%BB%B6/1000/p.b=268/,https://aka.doubaocdn.com/s/6VmWgUjUBd,Galfer不锈钢编织刹车钢喉，减少油管膨胀，提升刹车手感，即插即用,数据未覆盖
csv-part-0219,春风 450SR 2022-2024,刹车系统,Frando 车力屋,FCF640 对四活塞卡钳（前）,1380,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/yGTN2YKUnO,中国台湾Frando FCF640一体式对四活塞卡钳，CNC加工，制动线性，性价比高,数据未覆盖
csv-part-0220,春风 450SR 2022-2024,刹车系统,Frando 车力屋,刹车钢喉（前）,252,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/6VmWgUjUBd,Frando不锈钢编织刹车钢喉，提升刹车手感，减少膨胀，多种颜色可选,数据未覆盖
csv-part-0221,春风 450SR 2022-2024,刹车系统,Frando 车力屋,烧结刹车片（前）,299,淘宝Frando车力屋官方店,https://www.taobao.com/list/product/%E8%BD%A6%E5%8A%9B%E5%B1%8B%E4%B8%8B%E6%B3%B5.htm,https://aka.doubaocdn.com/s/NdFP34xF7m,Frando HH级烧结刹车片，高温制动稳定，摩擦系数高，适配对四卡钳,数据未覆盖
csv-part-0222,春风 450SR 2022-2024,刹车系统,Goodridge,刹车钢喉（前）,299,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,英国Goodridge不锈钢编织刹车钢喉，航空级品质，减少油管膨胀，提升刹车手感,数据未覆盖
csv-part-0223,春风 450SR 2022-2024,刹车系统,Goodridge,刹车钢喉（后）,252,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,Goodridge后刹车钢喉，不锈钢编织，提升后刹手感，即插即用，多种颜色,数据未覆盖
csv-part-0224,春风 450SR 2022-2024,刹车系统,Goodridge,全车钢喉套装,517,淘宝Goodridge官方代理店,https://maisui1.com/art-mqb5eOa6JaZ5iKZ6m2L65iY5.htm,https://aka.doubaocdn.com/s/CLnVj5ehm4,Goodridge前后刹车钢喉套装，全车替换，提升整体刹车手感，航空级编织,数据未覆盖
csv-part-0225,春风 450SR 2022-2024,刹车系统,EBC,HH 烧结刹车片（前）,322,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,英国EBC HH级金属烧结刹车片，高温制动稳定，R90认证，赛道街道两用,数据未覆盖
csv-part-0226,春风 450SR 2022-2024,刹车系统,EBC,HH 烧结刹车片（后）,252,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,EBC HH级后刹车片，金属烧结，高温稳定，摩擦系数高，耐磨寿命长,数据未覆盖
csv-part-0227,春风 450SR 2022-2024,刹车系统,EBC,前后刹车片套装,517,淘宝EBC官方代理店,https://www.biggo.com.tw/s/ebc%20213,https://aka.doubaocdn.com/s/NdFP34xF7m,EBC前后HH级烧结刹车片套装，全车替换，高温制动稳定，性价比高,数据未覆盖
csv-part-0228,春风 450SR 2022-2024,链条牙盘,DID 日本大同,VX3 520 油封链条（黄金）,552,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/LqByWkOeUr,日本DID 520VX3黄金油封链条，G&G油封，低摩擦长寿命，赛道级强度，120节,数据未覆盖
csv-part-0229,春风 450SR 2022-2024,链条牙盘,DID 日本大同,ZVM-X 520 链条（顶级）,1011,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/L5TwHC7MHl,DID ZVM-X顶级链条，X-ring油封，超低摩擦，超高强度，MotoGP技术下放，120节,数据未覆盖
csv-part-0230,春风 450SR 2022-2024,链条牙盘,DID 日本大同,前后牙盘套装,781,淘宝DID官方代理店,https://biggo.com.tw/s/did%20520vx3,https://aka.doubaocdn.com/s/g3ZnpQw5A2,DID前后牙盘套装，钢制后牙盘+铝合金前小飞，轻量化，传动效率高，多种齿数可选,数据未覆盖
csv-part-0231,春风 450SR 2022-2024,链条牙盘,RK 日本,GXW 520 油封链条,482,淘宝RK官方代理店,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?origin_type=old_h5&id=3795518019912991105,https://aka.doubaocdn.com/s/SHZzYSVkh5,日本RK 520GXW油封链条，X-ring油封，低摩擦长寿命，多种颜色可选，120节,数据未覆盖
